1 1:-1.125925 2:0.152607 3:0.997791 
1 1:-0.627512 2:0.027269 3:0.392128 
1 1:-0.627512 2:0.027269 3:0.392128 
1 1:3.858209 2:0.107485 3:0.149862 
1 1:-1.125925 2:0.037296 3:2.007230 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:0.468998 2:-0.123137 3:1.482321 
1 1:3.858209 2:-0.123137 3:0.795903 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:2.961065 2:-0.123137 3:0.432505 
1 1:-1.125925 2:-0.123137 3:0.311373 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:3.299311 
1 1:-1.125925 2:-0.123137 3:2.007230 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.072391 3:0.351750 
1 1:-1.125925 2:0.072391 3:0.351750 
1 1:8.842344 2:-0.123137 3:0.109485 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:8.842344 2:-0.123137 3:0.109485 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:3.858209 2:0.107485 3:0.149862 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:4.349127 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:8.842344 2:-0.123137 3:0.109485 
1 1:-1.125925 2:0.022255 3:1.684209 
1 1:2.462652 2:-0.123137 3:3.178178 
1 1:-1.125925 2:-0.123137 3:-0.132780 
1 1:2.761700 2:-0.123137 3:0.351750 
1 1:-1.125925 2:0.157621 3:1.038168 
1 1:5.552815 2:-0.123137 3:1.482321 
1 1:-1.125925 2:-0.123137 3:1.280434 
1 1:-1.125925 2:-0.123137 3:5.560454 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:3.060748 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:3.459479 2:-0.123137 3:0.634393 
1 1:0.269633 2:-0.052948 3:-0.052025 
1 1:-1.125925 2:0.047323 3:1.522699 
1 1:3.459479 2:-0.123137 3:0.634393 
1 1:5.054402 2:-0.123137 3:1.280434 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.232823 3:0.190240 
1 1:-1.125925 2:0.027269 3:1.240056 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:4.057575 2:-0.123137 3:8.386882 
1 1:0.568681 2:-0.123137 3:-0.899954 
1 1:-1.125925 2:-0.123137 3:2.814781 
1 1:-1.125925 2:-0.123137 3:0.957413 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:3.260113 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.207756 3:1.441944 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:2.263286 2:0.002201 3:-0.213536 
1 1:2.263286 2:0.007215 3:-0.173158 
1 1:3.160431 2:-0.123137 3:-1.222974 
1 1:3.260113 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.082418 3:0.917036 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:20.006805 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.438378 3:1.038168 
1 1:-1.125925 2:-0.123137 3:4.106862 
1 1:-1.125925 2:0.277945 3:-1.222974 
1 1:-1.125925 2:0.022255 3:2.289872 
1 1:0.568681 2:-0.123137 3:-0.899954 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:4.256940 2:-0.123137 3:3.137801 
1 1:0.568681 2:-0.123137 3:-0.899954 
1 1:4.157258 2:-0.123137 3:3.097423 
1 1:3.957892 2:0.132553 3:-1.222974 
1 1:-1.125925 2:0.147593 3:0.957413 
1 1:-1.125925 2:-0.123137 3:0.311373 
1 1:-1.125925 2:-0.123137 3:0.351750 
1 1:3.160431 2:-0.123137 3:0.513260 
1 1:3.359796 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:3.299311 
1 1:-1.125925 2:-0.123137 3:0.997791 
1 1:-1.125925 2:-0.123137 3:4.066485 
1 1:-1.125925 2:-0.123137 3:1.240056 
1 1:1.067094 2:-0.012839 3:-0.334668 
1 1:2.263286 2:0.087431 3:-0.213536 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:4.256940 2:-0.123137 3:3.137801 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.328080 3:-1.222974 
1 1:-0.428146 2:-0.113110 3:-0.617311 
1 1:-0.428146 2:-0.113110 3:-0.617311 
1 1:0.568681 2:0.007215 3:3.097423 
1 1:-1.125925 2:-0.123137 3:0.715148 
1 1:3.459479 2:-0.123137 3:0.634393 
1 1:9.141392 2:-0.123137 3:1.522699 
1 1:-1.125925 2:-0.123137 3:-0.496178 
1 1:1.465825 2:0.007215 3:0.876658 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:0.768046 2:-0.027880 3:0.351750 
1 1:3.459479 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:1.643832 
1 1:-1.125925 2:0.623879 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-0.576933 
1 1:-1.125925 2:-0.123137 3:3.218556 
1 1:0.468998 2:0.037296 3:1.401566 
1 1:-1.125925 2:-0.123137 3:1.684209 
1 1:7.247421 2:0.297999 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:0.568681 2:-0.123137 3:-0.899954 
1 1:-1.125925 2:0.147593 3:0.957413 
1 1:-1.125925 2:-0.123137 3:0.472883 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.594015 
1 1:-1.125925 2:0.152607 3:0.997791 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:-1.125925 2:-0.123137 3:4.551015 
1 1:-1.125925 2:0.152607 3:0.997791 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.674771 
1 1:-1.125925 2:-0.123137 3:-0.617311 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-0.328464 2:-0.042921 3:0.069107 
1 1:3.658844 2:-0.022866 3:0.997791 
1 1:3.658844 2:-0.022866 3:0.997791 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:4.510638 
1 1:6.848690 2:-0.123137 3:2.007230 
1 1:-1.125925 2:-0.123137 3:0.109485 
1 1:-0.428146 2:0.062364 3:2.047607 
1 1:-1.125925 2:-0.123137 3:0.109485 
1 1:-1.125925 2:-0.123137 3:-0.617311 
1 1:-1.125925 2:-0.123137 3:1.280434 
1 1:-1.125925 2:0.047323 3:1.563077 
1 1:-1.125925 2:0.272932 3:-1.222974 
1 1:0.269633 2:-0.052948 3:-0.052025 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:2.814781 
1 1:4.655671 2:-0.123137 3:-1.222974 
1 1:0.269633 2:-0.052948 3:-0.052025 
1 1:0.269633 2:-0.052948 3:-0.052025 
1 1:-1.125925 2:-0.123137 3:1.118924 
1 1:1.366142 2:0.002201 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.162634 3:1.078546 
1 1:-1.125925 2:-0.037907 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.674771 
1 1:-1.125925 2:0.162634 3:1.078546 
1 1:-1.125925 2:0.047323 3:1.563077 
1 1:-1.125925 2:0.162634 3:1.078546 
1 1:-1.125925 2:0.694068 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-0.657689 
1 1:-1.125925 2:0.067377 3:1.845719 
1 1:2.861383 2:-0.123137 3:1.199679 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-0.617311 
1 1:-1.125925 2:0.137566 3:0.876658 
1 1:-1.125925 2:-0.123137 3:2.209117 
1 1:0.668363 2:-0.123137 3:-0.496178 
1 1:-0.129098 2:-0.073002 3:1.724587 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:0.568681 2:-0.037907 3:1.643832 
1 1:-0.328464 2:-0.037907 3:0.149862 
1 1:-1.125925 2:0.107485 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.351750 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:4.256940 2:-0.123137 3:0.957413 
1 1:15.122354 2:-0.123137 3:5.358566 
1 1:-1.125925 2:0.538649 3:1.038168 
1 1:2.362969 2:-0.123137 3:0.190240 
1 1:2.263286 2:0.393256 3:0.149862 
1 1:-1.125925 2:0.538649 3:1.038168 
1 1:5.253767 2:-0.123137 3:1.361189 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:5.253767 2:-0.123137 3:1.361189 
1 1:-1.125925 2:-0.123137 3:1.038168 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:2.249495 
1 1:-1.125925 2:0.217783 3:0.149862 
1 1:-1.125925 2:-0.123137 3:-0.576933 
1 1:0.668363 2:-0.123137 3:-0.496178 
1 1:-1.125925 2:-0.067988 3:-0.294291 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:4.066485 
1 1:-1.125925 2:0.533635 3:1.038168 
1 1:-1.125925 2:0.538649 3:1.038168 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.187702 3:3.783842 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-0.536556 
1 1:-1.125925 2:0.378216 3:2.814781 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-0.576933 
1 1:-1.125925 2:-0.123137 3:4.954791 
1 1:-1.125925 2:-0.123137 3:4.066485 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.674771 
1 1:1.366142 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:1.724587 
1 1:5.253767 2:-0.123137 3:1.361189 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:-1.125925 2:-0.123137 3:3.985729 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:5.154084 2:-0.123137 3:1.320811 
1 1:5.353450 2:-0.123137 3:1.401566 
1 1:0.768046 2:-0.027880 3:-0.455801 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-0.328464 2:-0.123137 3:-0.899954 
1 1:5.253767 2:-0.123137 3:1.361189 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:1.724587 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:0.668363 2:-0.123137 3:-0.496178 
1 1:-1.125925 2:-0.123137 3:4.066485 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.113110 3:-1.021086 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:3.658844 2:-0.123137 3:4.631770 
1 1:-1.125925 2:-0.123137 3:1.643832 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:1.643832 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-0.627512 2:-0.123137 3:-0.052025 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:-1.125925 2:-0.123137 3:4.187617 
1 1:-1.125925 2:-0.113110 3:-1.021086 
1 1:-1.125925 2:-0.123137 3:4.227995 
1 1:0.867729 2:0.282959 3:1.240056 
1 1:-1.125925 2:-0.123137 3:3.703087 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:2.362969 2:0.107485 3:0.028730 
1 1:-1.125925 2:0.052336 3:1.603454 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:4.066485 
1 1:4.855036 2:-0.123137 3:0.230617 
1 1:-1.125925 2:-0.123137 3:4.147240 
1 1:-0.328464 2:-0.083029 3:1.845719 
1 1:-1.125925 2:-0.123137 3:0.634393 
1 1:-1.125925 2:-0.123137 3:-0.657689 
1 1:0.668363 2:-0.123137 3:-0.496178 
1 1:0.668363 2:-0.123137 3:-0.496178 
1 1:6.449959 2:-0.027880 3:0.311373 
1 1:-0.328464 2:-0.083029 3:0.190240 
1 1:-0.328464 2:-0.123137 3:2.532138 
1 1:-1.125925 2:-0.123137 3:0.715148 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:1.159301 
1 1:4.855036 2:-0.123137 3:-1.222974 
1 1:6.449959 2:-0.027880 3:0.311373 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.109485 
1 1:-1.125925 2:-0.123137 3:1.482321 
1 1:-0.029415 2:-0.007826 3:-0.778821 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:9.340757 2:-0.123137 3:1.603454 
1 1:-1.125925 2:-0.123137 3:0.997791 
1 1:1.764873 2:-0.123137 3:-0.052025 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-0.328464 2:-0.083029 3:0.190240 
1 1:-1.125925 2:-0.123137 3:3.460821 
1 1:-0.129098 2:-0.123137 3:-1.101842 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:1.366142 2:-0.123137 3:0.836281 
1 1:-0.328464 2:-0.083029 3:1.845719 
1 1:-1.125925 2:-0.002812 3:1.684209 
1 1:-1.125925 2:-0.123137 3:0.513260 
1 1:0.269633 2:-0.052948 3:-0.052025 
1 1:-1.125925 2:-0.123137 3:-0.657689 
1 1:5.054402 2:-0.123137 3:1.280434 
1 1:0.468998 2:-0.123137 3:1.482321 
1 1:-1.125925 2:-0.123137 3:-0.657689 
1 1:-1.125925 2:-0.123137 3:-0.617311 
1 1:3.957892 2:0.092445 3:-0.052025 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:2.163604 2:-0.123137 3:1.441944 
1 1:-1.125925 2:-0.123137 3:0.755526 
1 1:-1.125925 2:-0.123137 3:2.572515 
1 1:3.758527 2:0.017242 3:0.392128 
1 1:2.163604 2:-0.123137 3:1.441944 
1 1:-1.125925 2:-0.123137 3:5.075923 
1 1:-1.125925 2:0.433364 3:3.258934 
1 1:-1.125925 2:-0.123137 3:11.011423 
1 1:-1.125925 2:-0.123137 3:2.451383 
1 1:-1.125925 2:-0.123137 3:1.845719 
1 1:-1.125925 2:-0.123137 3:4.591393 
1 1:-1.125925 2:-0.123137 3:1.845719 
1 1:-1.125925 2:0.232823 3:1.643832 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:4.855036 2:-0.123137 3:0.230617 
1 1:-1.125925 2:-0.123137 3:2.330250 
1 1:-1.125925 2:-0.123137 3:0.230617 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:6.529515 
1 1:4.755354 2:-0.078015 3:-0.859576 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:1.565508 2:-0.123137 3:0.432505 
1 1:-1.125925 2:0.187702 3:1.280434 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:2.163604 2:-0.123137 3:1.482321 
1 1:0.070267 2:-0.062975 3:-0.253913 
1 1:0.070267 2:-0.062975 3:-0.253913 
1 1:1.964238 2:0.032282 3:0.028730 
1 1:-1.125925 2:-0.123137 3:0.836281 
1 1:-1.125925 2:0.117512 3:0.715148 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:2.370628 
1 1:-1.125925 2:-0.123137 3:1.643832 
1 1:-1.125925 2:0.739190 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:3.824219 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:0.967411 2:-0.073002 3:0.876658 
1 1:-1.125925 2:-0.007826 3:-1.222974 
1 1:-0.228781 2:-0.032893 3:0.230617 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:1.361189 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.069107 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.432505 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-0.129098 2:-0.123137 3:0.513260 
1 1:5.353450 2:0.122526 3:0.069107 
1 1:-0.228781 2:-0.123137 3:-0.859576 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-0.129098 2:-0.123137 3:-0.819199 
1 1:-1.125925 2:-0.123137 3:0.270995 
1 1:-0.328464 2:-0.083029 3:1.845719 
1 1:1.366142 2:-0.123137 3:0.836281 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.073002 3:-0.011648 
1 1:-0.129098 2:-0.123137 3:-0.819199 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.073002 3:1.280434 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:0.187702 3:1.280434 
1 1:1.166777 2:0.022255 3:1.361189 
1 1:3.957892 2:0.092445 3:-0.052025 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.715148 
1 1:-0.328464 2:-0.083029 3:1.845719 
1 1:-1.125925 2:-0.123137 3:-0.455801 
1 1:-1.125925 2:0.052336 3:0.190240 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:2.861383 2:0.077404 3:-0.173158 
1 1:-1.125925 2:0.072391 3:3.541576 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:2.063921 2:0.017242 3:1.078546 
1 1:-1.125925 2:0.092445 3:2.289872 
1 1:-1.125925 2:-0.123137 3:0.917036 
1 1:2.362969 2:-0.083029 3:0.190240 
1 1:3.957892 2:-0.037907 3:0.836281 
1 1:4.157258 2:-0.123137 3:-1.222974 
1 1:1.465825 2:0.237837 3:2.209117 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:0.876658 
1 1:1.964238 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-0.617311 
1 1:-1.125925 2:-0.067988 3:0.190240 
1 1:-0.228781 2:-0.123137 3:-0.132780 
1 1:-1.125925 2:-0.123137 3:0.674771 
1 1:0.269633 2:-0.052948 3:-0.052025 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:0.269633 2:-0.052948 3:-0.052025 
1 1:3.858209 2:0.077404 3:0.109485 
1 1:-1.125925 2:-0.123137 3:-0.415423 
1 1:4.555988 2:-0.123137 3:1.078546 
1 1:4.755354 2:-0.123137 3:1.159301 
1 1:-1.125925 2:-0.123137 3:-0.415423 
1 1:0.768046 2:-0.027880 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
1 1:-1.125925 2:-0.123137 3:-1.222974 
